Gender,Age,Education level,Major,Administrative regions,Number of use Internet and Internet-related services,Internet/ Digital devices skills level,Digital devices type,Type of connectivity,Purpose of using internet,Operating system of desktop/laptop,Operating system of smartphone/tablet,Common security tools,Secure of person's digital devices,Legitimacy of a website,Password with personal information,Aware of the danger of clicking pop-up screens,Attention to person's account privacy,Protection of social media services for personal info,Read terms and conditions of website,Change the important accounts passwords frequently,Using public Wi-Fi,No value for my digital devices to hackers,Install software updates regularly,Careful about clicking on links in an email or other post,Digital devices with Internet security tool,Internet security tool up to date,Keep yourself updated about cybercrime (offline Sources),Keep yourself updated about cybercrime (Online Sources),Avoid disclosing personal information online,Risk of becoming a victim of cybercrime has increased,Online personal information is not secure enough,Well protected against cybercrime,Accept increased Internet surveillance from the government,Laws are effective in managing the cybercrime problem,Informed about the threat of cybercrime,Received phishing emails,Stealing your personal data,Malware infection of a device,Being unable to access online services because of cyber attacks,Encountering material promotes hatred or religious extremism,Online extortion,Concerned about identity theft,Not concerned about encountering child pornography online,Concerned about receiving phishing emails,Concerned about not being able to access online services because of cyber attacks,Concerned about encountering material promotes hatred or religious extremism,Concerned about encountering online extortion,Feeling about the threat of cybercrimes in the future,Responsibility of government in raising awareness of cybercrime,Responsibility of media in raising awareness of cybercrime,Responsibility of those offering online/Internet-based servicesin raising awareness of cybercrime,Responsibility of user itself in raising awareness of cybercrime,Responsibility of education system in raising awareness of cybercrime,Role of the government in combating cybercrimes,Victim of cybercrime,Report cybercrime,To who report cybercrime
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Somewhat secure,Often,Often,Always,Always,Often,Often,Sometimes,Sometimes,Often,Often,Always,Desktop,"Yes, I manually updated",Government or professional reports,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Sometimes,Do not know,Sometimes,Sometimes,Do not know,Do not know,Always,Never,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Make people aware of cyber crime,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Male,30-39,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Windows 7,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Not sure (difficult to determine),Sometimes,Always,Always,Always,Often,Often,Seldom,Always,Always,Always,Always,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters",I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would",Don’t know but will ask my friends for advice
Male,50+,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Desktop, Smartphone",Private Wi-Fi (e.g. in your home),"Education, Online services",Windows 7,Android,Software update,Somewhat secure,Sometimes,Often,Often,Often,Seldom,Sometimes,Often,Sometimes,Often,Often,Often,"Desktop, Smartphone","No, I think it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Sometimes,Never,Sometimes,Never,Never,They will become a more serious issue in the future,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Male,18-29,"Undergraduate (Diploma, BSc)",Counting,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Online services,Entertainment, Communication",Windows 10,Android,"Anti-virus, Firewall",Somewhat secure,Often,Often,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Seldom,Often,"Laptop, Smartphone","Yes, I manually updated",Internet service provider ISPs,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Sometimes,Do not know,Do not know,Do not know,Sometimes,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Monitor organisations misusing consumer information,No,"Yes, I would","Police, Don’t know but will ask my friends for advice"
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",mac OS,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Neutral,Often,Often,Always,Often,Often,Often,Sometimes,Sometimes,Sometimes,Always,Always,Smartphone,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Sometimes,Do not know,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,30-39,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone",Private Wi-Fi (e.g. in your home),"Social networks, Online services,Communication",Windows 7,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters","TV, news, radio,Internet service provider ISPs",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Female,30-39,"Postgraduate (Master’s, PhD)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Entertainment, Communication",mac OS,IOS,"Firewall, Software update,Backup",Very secure,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,No role,No,"No, I would not",Don’t know but will ask my friends for advice
Female,50+,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 7,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Somewhat secure,Sometimes,Often,Sometimes,Often,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Always,Seldom,Laptop,"Yes, I manually updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Never,Never,Never,Sometimes,Sometimes,Don't know,Agree,Agree,Agree,Neutral,Neutral,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,50+,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Online services,I don't know,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Sometimes,Seldom,Seldom,Never,Sometimes,Always,Always,Sometimes,Often,Sometimes,Seldom,Smartphone,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Do not know,Sometimes,Sometimes,Never,Never,Never,Never,Do not know,Sometimes,Always,Sometimes,Sometimes,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Make people aware of cyber crime,No,"No, I would not",Committee for the Promotion of Virtue and the Prevention of Vice
Male,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Online services, Communication","Windows 10, mac OS","IOS, Windows","Anti-virus, Firewall, Authentication (e.g. password, PIN) ,Backup",Somewhat secure,Always,Never,Always,Always,Never,Always,Always,Never,Never,Always,Always,Laptop,"No, I think it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Never,Never,Never,Never,Never,Never,Always,Always,Always,Do not know,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No role,No,"Yes, I would",Committee for the Promotion of Virtue and the Prevention of Vice
Female,18-29,"Postgraduate (Master’s, PhD)",Nuturion Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment, Communication",Windows 10,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Often,Never,Always,Always,Seldom,Never,Never,Never,Never,Always,Seldom,None of the above,"Yes, I believe it is automatically updated","Newspapers, magazines, Posters",I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Do not know,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Work towards providing a global cyber security framework,Yes,"No, I would not",Don’t know but will ask my friends for advice
Male,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 7,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Never,Often,Always,Always,Seldom,Never,Never,Never,Always,Never,Always,Laptop,I don't know,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Never,Never,Sometimes,Never,Always,Never,Do not know,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Make people aware of cyber crime,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,30-39,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Laptop,"Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never,Never,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,The threat will vanish eventually,Agree,Agree,Agree,Agree,Agree,Make people aware of cyber crime,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Police"
Male,40-49,"Postgraduate (Master’s, PhD)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Entertainment",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Often,Never,Always,Always,Always,Always,Often,Seldom,Never,Sometimes,Often,"Desktop, Laptop","Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi eGovernment Portal , Don’t know but will ask my friends for advice"
